index,x,y,z,length,width,height
1,(0,0,0),(72,77,105)
2,(72,0,0),(72,77,105)
3,(144,0,0),(72,77,105)
4,(216,0,0),(72,77,105)
5,(288,0,0),(72,77,105)
6,(360,0,0),(72,77,105)
7,(432,0,0),(72,77,105)
8,(504,0,0),(72,77,105)
9,(0,0,105),(77,72,105)
10,(0,77,0),(72,77,105)
11,(0,154,0),(72,77,105)
12,(77,0,105),(72,77,105)
13,(72,77,0),(72,77,105)
14,(72,154,0),(72,77,105)
15,(149,0,105),(72,77,105)
16,(144,77,0),(72,77,105)
17,(144,154,0),(72,77,105)
18,(221,0,105),(72,77,105)
19,(216,77,0),(72,77,105)
20,(216,154,0),(72,77,105)
21,(293,0,105),(72,77,105)
22,(288,77,0),(72,77,105)
23,(288,154,0),(72,77,105)
24,(365,0,105),(72,77,105)
25,(360,77,0),(48,78,79)
26,(360,155,0),(48,78,79)
27,(360,77,79),(48,78,79)
28,(360,155,79),(48,78,79)
29,(0,72,105),(48,78,79)
30,(0,150,105),(48,78,79)
31,(48,77,105),(48,78,79)
32,(48,155,105),(48,78,79)
33,(96,77,105),(48,78,79)
34,(96,155,105),(48,78,79)
35,(144,77,105),(48,78,79)
36,(144,155,105),(48,78,79)
37,(192,77,105),(48,78,79)
38,(192,155,105),(48,78,79)
39,(240,77,105),(48,78,79)
40,(240,155,105),(48,78,79)
41,(288,77,105),(48,78,79)
42,(288,155,105),(48,78,79)
43,(437,0,105),(48,78,79)
44,(408,77,0),(48,78,79)
45,(408,155,0),(48,78,79)
46,(408,78,79),(48,78,79)
47,(485,0,105),(48,78,79)
48,(456,77,0),(48,78,79)
49,(456,155,0),(48,78,79)
50,(456,78,79),(48,78,79)
51,(533,0,105),(48,78,79)
52,(504,77,0),(48,78,79)
53,(504,155,0),(48,78,79)
54,(504,78,79),(48,78,79)
55,(408,156,79),(45,54,91)
56,(453,156,79),(45,54,91)
57,(498,156,79),(45,54,91)
58,(336,77,158),(45,91,54)
59,(381,78,158),(91,45,54)
60,(472,78,158),(91,45,54)
61,(381,123,170),(91,54,45)
62,(472,123,170),(54,91,45)
63,(526,123,170),(54,91,45)
64,(336,177,170),(91,54,45)
container,,,,587, 233, 220
