index,x,y,z,length,width,height
1,(0,0,0),(72,84,85)
2,(72,0,0),(72,84,85)
3,(144,0,0),(72,84,85)
4,(216,0,0),(72,84,85)
5,(288,0,0),(72,84,85)
6,(360,0,0),(72,84,85)
7,(432,0,0),(72,84,85)
8,(504,0,0),(72,84,85)
9,(0,0,85),(84,72,85)
10,(0,84,0),(72,84,85)
11,(84,0,85),(72,84,85)
12,(72,84,0),(72,84,85)
13,(156,0,85),(72,84,85)
14,(144,84,0),(72,84,85)
15,(228,0,85),(72,84,85)
16,(216,84,0),(72,84,85)
17,(0,168,0),(76,64,103)
18,(288,84,0),(64,76,103)
19,(352,84,0),(64,76,103)
20,(416,84,0),(64,76,103)
21,(480,84,0),(64,76,103)
22,(76,168,0),(76,64,103)
23,(0,72,85),(64,76,103)
24,(64,84,85),(64,76,103)
25,(128,84,85),(64,76,103)
26,(192,84,85),(64,76,103)
27,(300,0,85),(64,76,103)
28,(364,0,85),(64,76,103)
29,(428,0,85),(64,76,103)
30,(492,0,85),(64,76,103)
31,(256,84,103),(64,76,103)
32,(320,76,103),(64,76,103)
33,(288,160,0),(62,70,95)
34,(350,160,0),(62,70,95)
35,(412,160,0),(62,70,95)
36,(474,160,0),(62,70,95)
37,(152,160,85),(62,70,95)
38,(214,160,85),(62,70,95)
39,(276,160,95),(62,70,95)
40,(338,160,95),(62,70,95)
41,(400,160,95),(62,70,95)
42,(462,160,95),(62,70,95)
43,(524,160,95),(62,70,95)
44,(384,76,103),(62,70,95)
45,(446,76,103),(62,70,95)
46,(508,76,103),(62,70,95)
47,(0,160,103),(70,62,95)
48,(70,160,103),(62,70,95)
49,(152,168,0),(95,62,70)
50,(544,84,0),(38,76,86)
51,(64,0,170),(86,76,38)
52,(150,0,170),(86,76,38)
53,(556,0,85),(26,49,111)
54,(132,76,188),(49,111,26)
55,(181,76,188),(49,111,26)
56,(236,0,188),(111,49,26)
57,(347,0,188),(111,49,26)
58,(230,160,190),(111,49,26)
59,(341,152,190),(111,49,26)
60,(452,146,190),(111,49,26)
61,(247,168,0),(41,51,60)
62,(536,160,0),(41,51,60)
63,(0,0,170),(51,60,41)
64,(536,160,60),(36,48,31)
65,(0,60,188),(36,48,31)
66,(0,108,188),(36,48,31)
67,(36,76,188),(36,48,31)
68,(72,76,188),(36,48,31)
69,(458,0,188),(36,48,31)
70,(494,0,188),(36,48,31)
71,(36,124,188),(48,36,31)
72,(84,124,188),(48,36,31)
73,(132,187,180),(48,36,31)
74,(180,187,180),(48,31,36)
75,(556,49,85),(21,25,49)
76,(556,49,134),(21,25,49)
77,(536,211,0),(25,21,49)
78,(561,211,0),(25,21,49)
79,(247,168,60),(21,49,25)
80,(230,76,188),(21,49,25)
81,(530,0,188),(21,49,25)
82,(563,146,190),(21,49,25)
83,(536,211,49),(49,21,25)
84,(236,49,170),(49,21,25)
85,(285,49,188),(49,21,25)
86,(334,49,188),(49,21,25)
87,(383,49,188),(49,21,25)
88,(432,49,188),(49,21,25)
89,(481,48,188),(49,21,25)
90,(530,49,188),(49,21,25)
container,,,,587, 233, 220
