index,x,y,z,length,width,height
1,(0,0,0),(72,80,100)
2,(72,0,0),(72,80,100)
3,(144,0,0),(72,80,100)
4,(216,0,0),(72,80,100)
5,(288,0,0),(72,80,100)
6,(360,0,0),(72,80,100)
7,(432,0,0),(72,80,100)
8,(504,0,0),(72,80,100)
9,(0,0,100),(80,72,100)
10,(0,80,0),(72,80,100)
11,(80,0,100),(72,80,100)
12,(72,80,0),(72,80,100)
13,(152,0,100),(72,80,100)
14,(144,80,0),(72,80,100)
15,(224,0,100),(72,80,100)
16,(216,80,0),(72,80,100)
17,(296,0,100),(72,80,100)
18,(288,80,0),(72,80,100)
19,(368,0,100),(72,80,100)
20,(360,80,0),(72,80,100)
21,(0,72,100),(43,77,87)
22,(0,149,100),(43,77,87)
23,(43,80,100),(43,77,87)
24,(86,80,100),(43,77,87)
25,(129,80,100),(43,77,87)
26,(172,80,100),(43,77,87)
27,(215,80,100),(43,77,87)
28,(258,80,100),(43,77,87)
29,(301,80,100),(43,77,87)
30,(344,80,100),(43,77,87)
31,(387,80,100),(43,77,87)
32,(440,0,100),(43,77,87)
33,(432,80,0),(43,77,87)
34,(432,80,87),(43,77,87)
35,(483,0,100),(43,77,87)
36,(475,80,0),(43,77,87)
37,(475,80,87),(43,77,87)
38,(526,0,100),(43,77,87)
39,(518,80,0),(43,77,87)
40,(518,80,87),(43,77,87)
41,(0,160,0),(77,43,87)
42,(77,160,0),(39,54,88)
43,(116,160,0),(39,54,88)
44,(155,160,0),(39,54,88)
45,(194,160,0),(39,54,88)
46,(233,160,0),(39,54,88)
47,(272,160,0),(39,54,88)
48,(311,160,0),(39,54,88)
49,(350,160,0),(39,54,88)
50,(389,160,0),(39,54,88)
51,(428,160,0),(39,54,88)
52,(467,157,0),(39,54,88)
53,(506,157,0),(39,54,88)
54,(545,157,0),(39,54,88)
55,(43,160,88),(39,54,88)
56,(82,160,88),(39,54,88)
57,(121,160,88),(39,54,88)
58,(160,160,88),(39,54,88)
59,(199,160,88),(39,54,88)
60,(238,160,88),(39,54,88)
61,(277,160,88),(39,54,88)
62,(316,160,88),(39,54,88)
63,(355,160,88),(39,54,88)
64,(394,160,88),(39,54,88)
65,(433,157,88),(39,54,88)
66,(472,157,88),(39,54,88)
67,(511,157,88),(36,54,94)
68,(547,157,88),(36,54,94)
69,(430,80,174),(94,54,36)
70,(43,157,176),(94,54,36)
71,(137,157,176),(94,54,36)
72,(231,157,176),(94,54,36)
73,(325,157,176),(94,54,36)
74,(419,157,176),(83,36,40)
75,(419,193,176),(83,36,40)
container,,,,587, 233, 220
