index,x,y,z,length,width,height
1,(0,0,0),(73,99,120)
2,(73,0,0),(73,99,120)
3,(146,0,0),(73,99,120)
4,(219,0,0),(73,99,120)
5,(292,0,0),(73,99,120)
6,(0,99,0),(55,81,92)
7,(55,99,0),(55,81,92)
8,(110,99,0),(55,81,92)
9,(165,99,0),(55,81,92)
10,(220,99,0),(55,81,92)
11,(275,99,0),(55,81,92)
12,(365,0,0),(62,67,97)
13,(330,99,0),(62,67,97)
14,(330,166,0),(62,67,97)
15,(427,0,0),(62,67,97)
16,(392,67,0),(62,67,97)
17,(392,134,0),(62,67,97)
18,(489,0,0),(62,67,97)
19,(454,67,0),(48,70,111)
20,(454,137,0),(48,70,111)
21,(502,67,0),(48,70,111)
22,(502,137,0),(48,70,111)
23,(0,180,0),(70,48,111)
24,(70,180,0),(70,48,111)
25,(0,99,92),(48,70,111)
26,(48,99,92),(48,70,111)
27,(96,99,92),(48,70,111)
28,(144,99,92),(48,70,111)
29,(192,99,92),(48,70,111)
30,(240,99,92),(48,70,111)
31,(288,99,97),(44,81,94)
32,(332,99,97),(44,81,94)
33,(365,0,97),(44,81,94)
34,(376,81,97),(44,81,94)
35,(409,0,97),(44,81,94)
36,(453,1,111),(44,81,94)
37,(420,82,111),(44,81,94)
38,(464,82,111),(44,81,94)
39,(497,1,111),(44,81,94)
40,(508,82,111),(46,72,98)
41,(508,154,111),(46,72,98)
42,(0,0,120),(46,72,98)
43,(46,0,120),(46,72,98)
44,(92,0,120),(46,72,98)
45,(138,0,120),(46,72,98)
46,(184,0,120),(46,72,98)
47,(230,0,120),(46,72,98)
48,(276,0,120),(46,72,98)
49,(550,67,0),(30,76,108)
50,(550,143,0),(30,76,108)
51,(541,1,111),(30,76,108)
52,(554,77,108),(30,76,108)
53,(554,153,108),(30,76,108)
54,(140,180,0),(76,30,108)
55,(216,180,0),(76,30,108)
56,(292,180,97),(76,30,108)
57,(368,180,97),(76,30,108)
58,(140,169,108),(76,30,108)
59,(140,199,108),(76,30,108)
60,(216,180,108),(76,30,108)
61,(322,0,120),(30,84,85)
62,(0,169,111),(84,30,85)
63,(0,199,111),(84,30,85)
64,(551,0,0),(31,66,95)
65,(444,163,111),(31,66,95)
66,(475,163,111),(31,66,95)
67,(444,207,0),(43,25,110)
68,(487,207,0),(43,25,110)
69,(0,72,120),(110,25,43)
70,(110,72,120),(110,25,43)
71,(0,72,163),(110,25,43)
72,(110,72,163),(110,25,43)
73,(352,0,191),(43,110,25)
74,(292,180,0),(28,33,81)
75,(84,169,111),(28,33,81)
76,(112,169,111),(28,33,81)
77,(392,201,0),(33,28,81)
78,(84,202,111),(33,28,81)
79,(288,72,191),(33,81,28)
80,(395,0,191),(33,81,28)
81,(365,67,0),(26,27,95)
82,(220,72,120),(26,27,95)
83,(246,72,120),(26,27,95)
84,(288,153,191),(95,26,27)
85,(272,72,120),(32,25,71)
86,(321,110,191),(34,36,25)
87,(355,110,191),(34,36,25)
88,(84,169,192),(34,36,25)
89,(117,202,111),(23,25,33)
90,(117,202,144),(23,25,33)
91,(140,210,0),(25,23,33)
92,(165,210,0),(25,23,33)
93,(190,210,0),(25,23,33)
94,(215,210,0),(25,23,33)
95,(240,210,0),(25,23,33)
container,,,,587, 233, 220
