index,x,y,z,length,width,height
1,(0,0,0),(55,81,92)
2,(55,0,0),(55,81,92)
3,(110,0,0),(55,81,92)
4,(165,0,0),(55,81,92)
5,(220,0,0),(55,81,92)
6,(275,0,0),(55,81,92)
7,(330,0,0),(55,81,92)
8,(385,0,0),(55,81,92)
9,(440,0,0),(55,81,92)
10,(495,0,0),(55,81,92)
11,(0,0,92),(81,55,92)
12,(0,81,0),(55,81,92)
13,(81,0,92),(55,81,92)
14,(55,81,0),(55,81,92)
15,(136,0,92),(55,81,92)
16,(110,81,0),(55,81,92)
17,(191,0,92),(55,81,92)
18,(165,81,0),(55,81,92)
19,(246,0,92),(55,81,92)
20,(220,81,0),(55,81,92)
21,(301,0,92),(55,81,92)
22,(275,81,0),(55,81,92)
23,(356,0,92),(55,81,92)
24,(330,81,0),(55,81,92)
25,(411,0,92),(55,81,92)
26,(385,81,0),(55,81,92)
27,(466,0,92),(55,81,92)
28,(440,81,0),(55,81,92)
29,(521,0,92),(55,81,92)
30,(495,81,0),(55,81,92)
31,(0,162,0),(81,55,92)
32,(81,162,0),(81,55,92)
33,(0,55,92),(55,81,92)
34,(0,136,92),(55,81,92)
35,(55,81,92),(55,81,92)
36,(110,81,92),(55,81,92)
37,(165,81,92),(55,81,92)
38,(220,81,92),(55,81,92)
39,(275,81,92),(55,81,92)
40,(550,81,0),(30,76,108)
41,(550,157,0),(30,76,108)
42,(330,81,92),(30,76,108)
43,(330,157,92),(30,76,108)
44,(360,81,92),(30,76,108)
45,(360,157,92),(30,76,108)
46,(390,81,92),(30,76,108)
47,(390,157,92),(30,76,108)
48,(420,81,92),(30,76,108)
49,(420,157,92),(30,76,108)
50,(450,81,92),(30,76,108)
51,(450,157,92),(30,76,108)
52,(480,81,92),(30,76,108)
53,(480,157,92),(30,76,108)
54,(510,81,92),(30,76,108)
55,(510,157,92),(30,76,108)
56,(540,81,108),(30,76,108)
57,(540,157,108),(30,76,108)
58,(162,162,0),(76,30,108)
59,(162,192,0),(76,30,108)
60,(238,162,0),(76,30,108)
61,(238,192,0),(76,30,108)
62,(55,162,92),(76,30,108)
63,(55,192,92),(76,30,108)
64,(131,162,108),(76,30,108)
65,(131,192,108),(76,30,108)
66,(207,162,108),(76,30,108)
67,(207,192,108),(76,30,108)
68,(314,162,0),(108,30,76)
69,(314,192,0),(108,30,76)
70,(422,162,0),(108,30,76)
71,(422,192,0),(108,30,76)
72,(0,0,184),(76,108,30)
73,(76,0,184),(76,108,30)
74,(152,0,184),(76,108,30)
75,(228,0,184),(76,108,30)
76,(304,0,184),(108,76,30)
77,(412,0,184),(108,76,30)
78,(283,162,108),(25,43,110)
79,(283,205,108),(43,25,110)
80,(0,108,184),(43,110,25)
81,(43,108,184),(110,43,25)
82,(153,108,184),(110,43,25)
container,,,,587, 233, 220
