index,x,y,z,length,width,height
1,(0,0,0),(33,92,113)
2,(33,0,0),(33,92,113)
3,(66,0,0),(33,92,113)
4,(99,0,0),(33,92,113)
5,(132,0,0),(33,92,113)
6,(165,0,0),(33,92,113)
7,(198,0,0),(33,92,113)
8,(231,0,0),(33,92,113)
9,(264,0,0),(33,92,113)
10,(297,0,0),(33,92,113)
11,(330,0,0),(33,92,113)
12,(363,0,0),(33,92,113)
13,(396,0,0),(33,92,113)
14,(429,0,0),(33,92,113)
15,(462,0,0),(33,92,113)
16,(495,0,0),(33,92,113)
17,(528,0,0),(33,92,113)
18,(0,92,0),(33,113,92)
19,(33,92,0),(33,92,113)
20,(66,92,0),(33,92,113)
21,(99,92,0),(33,92,113)
22,(132,92,0),(33,92,113)
23,(165,92,0),(33,92,113)
24,(198,92,0),(39,59,119)
25,(198,151,0),(39,59,119)
26,(237,92,0),(39,59,119)
27,(237,151,0),(39,59,119)
28,(276,92,0),(39,59,119)
29,(276,151,0),(39,59,119)
30,(315,92,0),(39,59,119)
31,(315,151,0),(39,59,119)
32,(354,92,0),(39,59,119)
33,(354,151,0),(39,59,119)
34,(393,92,0),(39,59,119)
35,(393,151,0),(39,59,119)
36,(432,92,0),(39,59,119)
37,(432,151,0),(39,59,119)
38,(471,92,0),(39,59,119)
39,(471,151,0),(39,59,119)
40,(510,92,0),(39,59,119)
41,(510,151,0),(39,59,119)
42,(33,184,0),(59,39,119)
43,(92,184,0),(59,39,119)
44,(0,0,113),(39,119,59)
45,(39,0,113),(39,119,59)
46,(78,0,113),(39,119,59)
47,(117,0,113),(39,119,59)
48,(156,0,113),(39,119,59)
49,(195,1,119),(39,119,59)
50,(549,92,0),(33,64,92)
51,(549,156,0),(33,64,92)
52,(549,92,92),(33,64,92)
53,(549,156,92),(33,64,92)
54,(0,119,92),(33,64,92)
55,(33,119,113),(33,64,92)
56,(66,119,113),(33,64,92)
57,(99,119,113),(33,64,92)
58,(132,119,113),(33,64,92)
59,(234,0,113),(33,64,92)
60,(267,0,113),(33,64,92)
61,(300,0,113),(33,64,92)
62,(333,0,113),(33,64,92)
63,(366,0,113),(33,64,92)
64,(399,0,113),(33,64,92)
65,(432,0,113),(33,64,92)
66,(465,0,113),(33,64,92)
67,(498,0,113),(33,64,92)
68,(531,0,113),(33,64,92)
69,(165,120,113),(33,64,92)
70,(198,120,119),(33,64,92)
71,(231,120,119),(33,64,92)
72,(264,64,119),(33,64,92)
73,(264,128,119),(49,52,54)
74,(264,180,119),(49,52,54)
75,(297,64,119),(49,52,54)
76,(313,116,119),(49,52,54)
77,(313,168,119),(49,52,54)
78,(346,64,119),(49,52,54)
79,(362,116,119),(49,52,54)
80,(362,168,119),(49,52,54)
81,(395,64,119),(49,52,54)
82,(411,116,119),(49,52,54)
83,(411,168,119),(49,52,54)
84,(444,64,119),(49,52,54)
85,(460,116,119),(49,52,54)
86,(460,168,119),(49,52,54)
87,(493,64,119),(49,52,54)
88,(1,183,119),(52,49,54)
89,(53,183,119),(52,49,54)
90,(105,183,119),(52,49,54)
91,(151,184,0),(35,45,75)
92,(157,184,75),(35,45,75)
93,(509,116,119),(35,45,75)
94,(509,161,119),(35,45,75)
95,(0,0,172),(35,75,45)
96,(35,0,172),(35,75,45)
97,(70,0,172),(35,75,45)
98,(105,0,172),(35,75,45)
99,(140,0,172),(35,75,45)
100,(264,128,173),(35,75,45)
101,(299,64,173),(35,75,45)
102,(299,139,173),(35,75,45)
103,(334,64,173),(35,75,45)
104,(334,139,173),(35,75,45)
105,(369,64,173),(35,75,45)
106,(369,139,173),(35,75,45)
107,(404,64,173),(35,75,45)
108,(404,139,173),(35,75,45)
109,(439,64,173),(35,75,45)
110,(439,139,173),(35,75,45)
111,(474,64,173),(35,75,45)
112,(474,139,173),(35,75,45)
113,(157,184,150),(75,35,45)
114,(0,75,172),(75,35,45)
115,(75,75,172),(75,35,45)
116,(1,183,173),(75,35,45)
117,(76,183,173),(75,35,45)
118,(175,1,178),(30,99,37)
119,(544,64,184),(37,99,30)
120,(232,184,119),(29,33,57)
121,(205,1,178),(29,57,33)
122,(205,58,178),(29,57,33)
123,(0,110,184),(29,57,33)
124,(544,163,184),(29,57,33)
125,(542,64,113),(37,28,52)
126,(509,64,173),(28,52,37)
container,,,,587, 233, 220
