index,x,y,z,length,width,height
1,(0,0,0),(41,84,90)
2,(41,0,0),(41,84,90)
3,(82,0,0),(41,84,90)
4,(123,0,0),(41,84,90)
5,(164,0,0),(41,84,90)
6,(205,0,0),(41,84,90)
7,(246,0,0),(41,84,90)
8,(287,0,0),(41,84,90)
9,(328,0,0),(41,84,90)
10,(369,0,0),(41,84,90)
11,(410,0,0),(41,84,90)
12,(451,0,0),(41,84,90)
13,(492,0,0),(41,84,90)
14,(533,0,0),(41,84,90)
15,(0,0,90),(84,41,90)
16,(0,84,0),(41,84,90)
17,(41,84,0),(41,84,90)
18,(84,0,90),(41,84,90)
19,(82,84,0),(41,84,90)
20,(125,0,90),(41,84,90)
21,(123,84,0),(41,84,90)
22,(166,0,90),(41,84,90)
23,(164,84,0),(41,84,90)
24,(207,0,90),(41,84,90)
25,(205,84,0),(41,84,90)
26,(248,0,90),(41,84,90)
27,(246,84,0),(41,84,90)
28,(289,0,90),(41,84,90)
29,(287,84,0),(41,84,90)
30,(330,0,90),(41,84,90)
31,(328,84,0),(41,84,90)
32,(371,0,90),(41,84,90)
33,(369,84,0),(41,84,90)
34,(412,0,90),(41,84,90)
35,(410,84,0),(41,84,90)
36,(453,0,90),(41,84,90)
37,(451,84,0),(41,84,90)
38,(494,0,90),(41,84,90)
39,(492,84,0),(41,84,90)
40,(535,0,90),(41,84,90)
41,(533,84,0),(41,84,90)
42,(0,168,0),(84,41,90)
43,(84,168,0),(84,41,90)
44,(0,41,90),(41,84,90)
45,(0,125,90),(41,84,90)
46,(41,41,90),(41,84,90)
47,(41,125,90),(41,84,90)
48,(82,84,90),(41,84,90)
49,(123,84,90),(41,84,90)
50,(164,84,90),(41,84,90)
51,(205,84,90),(41,84,90)
52,(246,84,90),(41,84,90)
53,(287,84,90),(41,84,90)
54,(328,84,90),(41,84,90)
55,(369,84,90),(41,84,90)
56,(410,84,90),(25,70,89)
57,(410,154,90),(25,70,89)
58,(435,84,90),(25,70,89)
59,(435,154,90),(25,70,89)
60,(460,84,90),(25,70,89)
61,(460,154,90),(25,70,89)
62,(485,84,90),(25,70,89)
63,(485,154,90),(25,70,89)
64,(510,84,90),(25,70,89)
65,(510,154,90),(25,70,89)
66,(535,84,90),(25,70,89)
67,(535,154,90),(25,70,89)
68,(560,84,90),(25,70,89)
69,(560,154,90),(25,70,89)
70,(168,168,0),(70,25,89)
71,(168,193,0),(70,25,89)
72,(238,168,0),(70,25,89)
73,(238,193,0),(70,25,89)
74,(308,168,0),(70,25,89)
75,(308,193,0),(70,25,89)
76,(378,168,0),(70,25,89)
77,(378,193,0),(70,25,89)
78,(448,168,0),(70,25,89)
79,(448,193,0),(70,25,89)
80,(168,168,89),(70,25,89)
81,(168,193,89),(70,25,89)
82,(238,168,89),(70,25,89)
83,(238,193,89),(70,25,89)
84,(308,168,89),(70,25,89)
85,(308,193,89),(70,25,89)
86,(82,168,90),(70,25,89)
87,(82,193,90),(70,25,89)
88,(410,84,179),(70,89,25)
89,(480,84,179),(70,89,25)
90,(0,0,180),(70,89,25)
91,(0,89,180),(70,89,25)
92,(70,0,180),(70,89,25)
93,(70,89,180),(70,89,25)
94,(140,0,180),(70,89,25)
95,(140,89,180),(70,89,25)
96,(210,0,180),(70,89,25)
97,(210,89,180),(70,89,25)
98,(280,0,180),(70,89,25)
99,(280,89,180),(70,89,25)
100,(350,0,180),(89,70,25)
101,(439,0,180),(89,70,25)
102,(518,168,0),(27,37,78)
103,(545,168,0),(27,37,78)
104,(378,168,89),(27,37,78)
105,(518,205,0),(37,27,78)
106,(550,84,179),(27,78,37)
107,(350,70,180),(27,78,37)
108,(350,148,180),(27,78,37)
109,(377,70,180),(27,78,37)
110,(377,148,180),(27,78,37)
111,(528,0,180),(27,78,37)
112,(555,0,180),(27,78,37)
113,(152,178,178),(78,27,37)
114,(152,205,178),(78,27,37)
115,(230,178,178),(78,27,37)
116,(230,205,178),(78,27,37)
117,(404,173,179),(78,27,37)
118,(404,200,179),(78,27,37)
119,(482,173,179),(78,27,37)
120,(482,200,179),(78,27,37)
121,(0,178,180),(78,27,37)
122,(0,205,180),(78,27,37)
container,,,,587, 233, 220
