index,x,y,z,length,width,height
1,(0,0,0),(58,63,103)
2,(58,0,0),(58,63,103)
3,(116,0,0),(58,63,103)
4,(174,0,0),(58,63,103)
5,(232,0,0),(58,63,103)
6,(290,0,0),(58,63,103)
7,(348,0,0),(58,63,103)
8,(406,0,0),(58,63,103)
9,(0,0,103),(61,56,106)
10,(0,63,0),(56,61,106)
11,(0,124,0),(56,61,106)
12,(61,0,103),(56,61,106)
13,(56,63,0),(56,61,106)
14,(56,124,0),(56,61,106)
15,(117,0,103),(56,61,106)
16,(112,63,0),(56,61,106)
17,(112,124,0),(56,61,106)
18,(173,0,103),(56,61,106)
19,(168,63,0),(56,63,97)
20,(168,126,0),(56,63,97)
21,(168,63,97),(56,63,97)
22,(168,126,97),(56,63,97)
23,(0,56,106),(56,63,97)
24,(0,119,106),(56,63,97)
25,(56,61,106),(56,63,97)
26,(56,124,106),(56,63,97)
27,(112,61,106),(56,63,97)
28,(112,124,106),(39,78,102)
29,(229,0,103),(39,78,102)
30,(224,63,0),(39,78,102)
31,(224,141,0),(39,78,102)
32,(224,78,102),(39,78,102)
33,(268,0,103),(39,78,102)
34,(224,156,102),(64,68,71)
35,(307,0,103),(64,68,71)
36,(263,63,0),(64,68,71)
37,(263,131,0),(64,68,71)
38,(263,78,71),(64,68,71)
39,(288,146,71),(64,68,71)
40,(327,63,0),(39,67,85)
41,(371,0,103),(39,67,85)
42,(366,63,0),(39,67,85)
43,(352,130,0),(39,67,85)
44,(352,68,85),(39,67,85)
45,(352,135,85),(39,67,85)
46,(410,0,103),(39,67,85)
47,(391,130,0),(39,67,85)
48,(405,63,0),(39,67,85)
49,(391,67,85),(39,67,85)
50,(391,134,85),(39,67,85)
51,(449,0,103),(39,67,85)
52,(430,130,0),(39,67,85)
53,(444,63,0),(39,67,85)
54,(430,67,85),(27,81,97)
55,(430,148,85),(27,81,97)
56,(457,67,85),(27,81,97)
57,(457,148,85),(27,81,97)
58,(488,0,1),(27,81,97)
59,(484,81,1),(27,81,97)
60,(515,0,1),(35,56,100)
61,(484,162,1),(35,56,100)
62,(511,81,1),(35,56,100)
63,(484,67,101),(35,56,100)
64,(484,123,101),(35,56,100)
65,(550,0,1),(35,56,100)
66,(519,137,1),(35,56,100)
67,(0,185,0),(36,46,113)
68,(546,56,1),(36,46,113)
69,(151,189,0),(46,36,113)
70,(519,193,1),(46,36,113)
71,(488,0,101),(36,46,113)
72,(519,102,101),(36,46,113)
73,(524,0,101),(36,46,113)
74,(36,187,1),(36,46,113)
75,(72,187,1),(36,46,113)
76,(519,148,101),(46,36,113)
77,(307,68,142),(36,113,46)
78,(371,67,170),(36,113,46)
79,(327,197,0),(113,36,46)
80,(407,67,182),(46,113,36)
81,(151,189,113),(50,40,91)
82,(1,182,114),(50,40,91)
83,(484,184,114),(50,40,91)
84,(534,184,114),(50,40,91)
85,(263,78,142),(41,57,75)
86,(224,156,173),(57,75,41)
87,(288,181,142),(42,50,66)
88,(307,0,174),(50,66,42)
89,(108,185,0),(30,48,61)
90,(554,102,1),(30,48,61)
91,(263,199,0),(48,30,61)
92,(352,202,46),(48,30,61)
93,(352,202,107),(48,30,61)
94,(330,202,168),(61,30,48)
95,(307,66,188),(48,61,30)
96,(357,0,188),(48,61,30)
97,(405,0,188),(48,61,30)
98,(391,180,182),(61,48,30)
99,(304,127,188),(61,48,30)
100,(197,189,0),(26,30,101)
101,(400,201,46),(26,30,101)
102,(519,46,101),(26,30,101)
103,(555,102,62),(26,30,101)
104,(560,0,101),(26,30,101)
105,(108,202,61),(26,30,101)
container,,,,587, 233, 220
