index,x,y,z,length,width,height
1,(0,0,0),(59,80,106)
2,(59,0,0),(59,80,106)
3,(118,0,0),(59,80,106)
4,(177,0,0),(59,80,106)
5,(236,0,0),(59,80,106)
6,(295,0,0),(59,80,106)
7,(354,0,0),(59,80,106)
8,(413,0,0),(59,80,106)
9,(472,0,0),(59,80,106)
10,(0,0,106),(80,59,106)
11,(0,80,0),(59,80,106)
12,(80,0,106),(59,80,106)
13,(59,80,0),(59,80,106)
14,(139,0,106),(59,80,106)
15,(118,80,0),(59,80,106)
16,(198,0,106),(59,80,106)
17,(177,80,0),(59,80,106)
18,(257,0,106),(59,80,106)
19,(236,80,0),(59,80,106)
20,(316,0,106),(59,80,106)
21,(295,80,0),(59,80,106)
22,(375,0,106),(59,80,106)
23,(354,80,0),(59,80,106)
24,(434,0,106),(59,80,106)
25,(413,80,0),(59,80,106)
26,(0,160,0),(76,42,109)
27,(472,80,0),(42,76,109)
28,(472,156,0),(42,76,109)
29,(514,80,0),(42,76,109)
30,(514,156,0),(42,76,109)
31,(531,0,0),(42,76,109)
32,(76,160,0),(76,42,109)
33,(0,59,106),(42,76,109)
34,(42,80,106),(42,76,109)
35,(84,80,106),(42,76,109)
36,(126,80,106),(42,76,109)
37,(168,80,106),(42,76,109)
38,(152,156,106),(42,76,109)
39,(194,156,106),(42,76,109)
40,(210,80,106),(42,76,109)
41,(236,156,106),(42,76,109)
42,(252,80,106),(42,76,109)
43,(278,156,106),(42,76,109)
44,(294,80,106),(42,76,109)
45,(320,156,106),(42,76,109)
46,(336,80,106),(42,76,109)
47,(362,156,106),(42,76,109)
48,(378,80,106),(42,76,109)
49,(404,156,106),(42,76,109)
50,(152,160,0),(61,63,74)
51,(213,160,0),(61,63,74)
52,(274,160,0),(61,63,74)
53,(335,160,0),(61,63,74)
54,(396,160,0),(61,63,74)
55,(0,156,109),(61,63,74)
56,(61,156,109),(61,63,74)
57,(420,80,109),(61,63,74)
58,(446,143,109),(61,63,74)
59,(481,80,109),(61,63,74)
60,(507,143,109),(61,63,74)
61,(556,76,0),(22,56,118)
62,(0,202,0),(118,22,56)
63,(446,206,109),(118,22,56)
64,(446,80,183),(56,118,22)
65,(502,1,183),(56,118,22)
66,(152,160,74),(118,56,22)
67,(270,160,74),(118,56,22)
68,(0,156,183),(118,56,22)
69,(556,132,0),(25,60,71)
70,(493,0,106),(25,60,71)
71,(122,156,109),(25,60,71)
72,(518,0,109),(25,60,71)
73,(543,0,109),(25,60,71)
74,(388,160,74),(60,71,25)
75,(502,119,183),(60,71,25)
container,,,,587, 233, 220
