index,x,y,z,length,width,height
1,(0,0,0),(58,63,103)
2,(58,0,0),(58,63,103)
3,(116,0,0),(58,63,103)
4,(174,0,0),(58,63,103)
5,(232,0,0),(58,63,103)
6,(290,0,0),(58,63,103)
7,(348,0,0),(58,63,103)
8,(406,0,0),(58,63,103)
9,(464,0,0),(58,63,103)
10,(522,0,0),(58,63,103)
11,(0,0,103),(63,58,103)
12,(0,63,0),(58,63,103)
13,(0,126,0),(56,61,106)
14,(56,126,0),(61,56,106)
15,(58,63,0),(56,61,106)
16,(114,63,0),(56,61,106)
17,(117,124,0),(56,61,106)
18,(170,63,0),(56,61,106)
19,(173,124,0),(56,61,106)
20,(226,63,0),(56,61,106)
21,(229,124,0),(56,61,106)
22,(282,63,0),(56,61,106)
23,(285,124,0),(56,61,106)
24,(338,63,0),(56,61,106)
25,(341,124,0),(56,61,106)
26,(394,63,0),(56,61,106)
27,(397,124,0),(56,61,106)
28,(450,63,0),(56,61,106)
29,(453,124,0),(56,61,106)
30,(509,63,0),(39,78,102)
31,(509,141,0),(39,78,102)
32,(509,63,102),(39,78,102)
33,(509,141,102),(39,78,102)
34,(0,187,0),(78,39,102)
35,(0,58,106),(39,78,102)
36,(0,136,106),(39,78,102)
37,(39,58,106),(39,78,102)
38,(39,136,106),(39,78,102)
39,(78,1,106),(39,78,102)
40,(78,79,106),(39,78,102)
41,(117,1,106),(39,78,102)
42,(117,79,106),(39,78,102)
43,(156,1,106),(39,78,102)
44,(156,79,106),(39,78,102)
45,(195,1,106),(39,78,102)
46,(548,63,0),(27,81,97)
47,(548,144,0),(27,81,97)
48,(548,63,97),(27,81,97)
49,(548,144,97),(27,81,97)
50,(195,79,106),(27,81,97)
51,(222,79,106),(27,81,97)
52,(249,1,106),(27,81,97)
53,(249,82,106),(27,81,97)
54,(276,0,103),(35,56,100)
55,(311,0,103),(35,56,100)
56,(346,0,103),(35,56,100)
57,(381,0,103),(35,56,100)
58,(416,0,103),(35,56,100)
59,(451,0,103),(35,56,100)
60,(486,0,103),(35,56,100)
61,(521,0,103),(35,56,100)
62,(78,157,106),(35,56,100)
63,(113,157,106),(35,56,100)
64,(148,157,106),(35,56,100)
65,(183,160,106),(35,56,100)
66,(218,163,106),(35,56,100)
67,(253,185,0),(36,46,113)
68,(289,185,0),(36,46,113)
69,(325,185,0),(36,46,113)
70,(361,185,0),(36,46,113)
71,(397,185,0),(36,46,113)
72,(433,185,0),(36,46,113)
73,(469,185,0),(36,46,113)
74,(276,56,106),(36,46,113)
75,(276,102,106),(36,46,113)
76,(312,56,106),(36,46,113)
77,(312,102,106),(36,46,113)
78,(348,56,106),(36,46,113)
79,(348,102,106),(40,50,91)
80,(388,56,106),(40,50,91)
81,(388,106,106),(40,50,91)
82,(428,56,106),(40,50,91)
83,(428,106,106),(40,50,91)
84,(468,56,106),(40,50,91)
85,(468,106,106),(40,50,91)
86,(78,185,0),(50,40,91)
87,(128,185,0),(50,40,91)
88,(178,185,0),(50,40,91)
89,(253,163,113),(50,40,91)
90,(303,148,113),(40,50,91)
91,(343,156,113),(50,40,91)
92,(393,156,113),(40,50,91)
93,(433,156,113),(41,57,75)
94,(556,0,103),(26,30,101)
95,(556,30,103),(26,30,101)
96,(253,203,113),(26,30,101)
97,(279,203,113),(26,30,101)
98,(305,198,113),(26,30,101)
99,(331,198,113),(26,30,101)
100,(357,196,113),(26,30,101)
101,(474,156,113),(26,30,101)
102,(474,186,113),(26,30,101)
103,(383,206,113),(30,26,101)
container,,,,587, 233, 220
