index,x,y,z,length,width,height
1,(0,0,0),(63,70,90)
2,(63,0,0),(63,70,90)
3,(126,0,0),(63,70,90)
4,(189,0,0),(63,70,90)
5,(252,0,0),(63,70,90)
6,(315,0,0),(63,70,90)
7,(378,0,0),(63,70,90)
8,(441,0,0),(63,70,90)
9,(504,0,0),(63,70,90)
10,(0,0,90),(70,63,90)
11,(0,70,0),(63,70,90)
12,(0,140,0),(63,70,90)
13,(70,0,90),(63,70,90)
14,(63,70,0),(63,70,90)
15,(63,140,0),(63,70,90)
16,(133,0,90),(63,70,90)
17,(126,70,0),(54,76,80)
18,(126,146,0),(54,76,80)
19,(126,70,80),(54,76,80)
20,(126,146,80),(54,76,80)
21,(0,63,90),(54,76,80)
22,(54,70,90),(54,76,80)
23,(0,139,90),(54,76,80)
24,(54,146,90),(54,76,80)
25,(196,0,90),(54,76,80)
26,(180,70,0),(54,76,80)
27,(180,146,0),(54,76,80)
28,(180,76,80),(54,76,80)
29,(180,152,80),(54,76,80)
30,(250,0,90),(54,76,80)
31,(234,70,0),(54,76,80)
32,(234,146,0),(54,76,80)
33,(234,76,80),(54,76,80)
34,(234,152,80),(54,76,80)
35,(304,0,90),(54,76,80)
36,(288,70,0),(54,76,80)
37,(288,146,0),(54,76,80)
38,(288,76,80),(54,76,80)
39,(288,152,80),(54,76,80)
40,(358,70,0),(85,39,94)
41,(443,70,0),(39,85,94)
42,(482,70,0),(39,85,94)
43,(521,70,0),(39,85,94)
44,(342,109,0),(39,85,94)
45,(381,109,0),(39,85,94)
46,(420,155,0),(85,39,94)
47,(358,1,94),(39,85,94)
48,(397,1,94),(39,85,94)
49,(436,1,94),(39,85,94)
50,(475,1,94),(39,85,94)
51,(514,1,94),(39,85,94)
52,(342,86,94),(39,85,94)
53,(381,86,94),(39,85,94)
54,(420,86,94),(39,85,94)
55,(459,86,94),(39,85,94)
56,(498,86,94),(39,85,94)
57,(537,86,94),(39,85,94)
58,(342,194,0),(85,39,94)
59,(427,194,0),(85,39,94)
60,(512,155,0),(28,78,84)
61,(540,155,0),(28,78,84)
62,(553,1,94),(28,78,84)
63,(342,171,94),(78,28,84)
64,(420,171,94),(78,28,84)
65,(498,171,94),(78,28,84)
66,(342,199,94),(78,28,84)
67,(420,199,94),(78,28,84)
68,(498,199,94),(78,28,84)
69,(108,76,160),(78,84,28)
70,(186,76,160),(78,84,28)
71,(264,76,160),(78,84,28)
72,(0,70,170),(78,84,28)
73,(78,1,188),(78,84,28)
74,(156,1,188),(78,84,28)
75,(234,1,188),(78,84,28)
76,(312,1,188),(78,84,28)
77,(390,1,188),(78,84,28)
78,(468,1,188),(78,84,28)
79,(78,85,188),(78,84,28)
80,(156,85,188),(78,84,28)
81,(234,85,188),(78,84,28)
82,(312,85,188),(78,84,28)
83,(390,85,188),(78,84,28)
84,(468,85,188),(78,84,28)
85,(0,154,170),(50,69,45)
container,,,,587, 233, 220
