index,x,y,z,length,width,height
1,(0,0,0),(33,92,113)
2,(33,0,0),(33,92,113)
3,(66,0,0),(33,92,113)
4,(99,0,0),(33,92,113)
5,(132,0,0),(33,92,113)
6,(165,0,0),(33,92,113)
7,(198,0,0),(33,92,113)
8,(231,0,0),(33,92,113)
9,(264,0,0),(33,92,113)
10,(297,0,0),(33,92,113)
11,(330,0,0),(33,92,113)
12,(363,0,0),(33,92,113)
13,(396,0,0),(33,92,113)
14,(429,0,0),(33,92,113)
15,(462,0,0),(33,92,113)
16,(495,0,0),(33,92,113)
17,(528,0,0),(33,92,113)
18,(0,92,0),(33,113,92)
19,(33,92,0),(33,92,113)
20,(66,92,0),(33,92,113)
21,(99,92,0),(33,92,113)
22,(132,92,0),(33,92,113)
23,(165,92,0),(33,92,113)
24,(198,92,0),(39,59,119)
25,(237,92,0),(39,59,119)
26,(276,92,0),(39,59,119)
27,(315,92,0),(39,59,119)
28,(354,92,0),(39,59,119)
29,(393,92,0),(39,59,119)
30,(432,92,0),(39,59,119)
31,(471,92,0),(39,59,119)
32,(510,92,0),(39,59,119)
33,(198,151,0),(39,59,119)
34,(237,151,0),(39,59,119)
35,(276,151,0),(39,59,119)
36,(315,151,0),(39,59,119)
37,(354,151,0),(39,59,119)
38,(393,151,0),(39,59,119)
39,(432,151,0),(39,59,119)
40,(471,151,0),(39,59,119)
41,(510,151,0),(39,59,119)
42,(33,184,0),(59,39,119)
43,(92,184,0),(59,39,119)
44,(0,0,113),(39,119,59)
45,(39,0,113),(39,119,59)
46,(78,0,113),(39,119,59)
47,(117,0,113),(39,119,59)
48,(156,0,113),(39,119,59)
49,(195,1,119),(39,119,59)
50,(549,92,0),(33,64,92)
51,(549,156,0),(33,64,92)
52,(549,92,92),(33,64,92)
53,(549,156,92),(33,64,92)
54,(234,0,113),(33,64,92)
55,(267,0,113),(33,64,92)
56,(300,0,113),(33,64,92)
57,(333,0,113),(33,64,92)
58,(366,0,113),(33,64,92)
59,(399,0,113),(33,64,92)
60,(432,0,113),(33,64,92)
61,(465,0,113),(33,64,92)
62,(498,0,113),(33,64,92)
63,(531,0,113),(33,64,92)
64,(0,119,92),(33,64,92)
65,(33,119,113),(33,64,92)
66,(66,119,113),(33,64,92)
67,(99,119,113),(33,64,92)
68,(132,119,113),(33,64,92)
69,(234,64,119),(33,64,92)
70,(267,64,119),(33,64,92)
71,(300,64,119),(33,64,92)
72,(333,64,119),(33,64,92)
73,(366,64,119),(49,52,54)
74,(415,64,119),(49,52,54)
75,(464,64,119),(49,52,54)
76,(366,116,119),(49,52,54)
77,(415,116,119),(49,52,54)
78,(464,116,119),(49,52,54)
79,(165,128,119),(49,52,54)
80,(214,128,119),(49,52,54)
81,(263,128,119),(49,52,54)
82,(312,128,119),(49,52,54)
83,(361,168,119),(49,52,54)
84,(410,168,119),(49,52,54)
85,(459,168,119),(49,52,54)
86,(165,180,119),(49,52,54)
87,(214,180,119),(49,52,54)
88,(263,180,119),(49,52,54)
89,(312,180,119),(49,52,54)
90,(1,183,119),(52,49,54)
91,(151,184,0),(35,45,75)
92,(513,64,119),(35,45,75)
93,(513,109,119),(35,45,75)
94,(513,154,119),(35,45,75)
95,(53,183,119),(35,45,75)
96,(88,183,119),(35,45,75)
97,(123,183,119),(35,45,75)
98,(0,0,172),(35,75,45)
99,(35,0,172),(35,75,45)
100,(70,0,172),(35,75,45)
101,(105,0,172),(35,75,45)
102,(140,0,172),(35,75,45)
103,(366,64,173),(35,75,45)
104,(401,64,173),(35,75,45)
105,(436,64,173),(35,75,45)
106,(471,64,173),(35,75,45)
107,(165,120,173),(35,75,45)
108,(200,128,173),(35,75,45)
109,(235,128,173),(35,75,45)
110,(270,128,173),(35,75,45)
111,(305,128,173),(35,75,45)
112,(340,139,173),(35,75,45)
113,(375,139,173),(35,75,45)
114,(410,139,173),(35,75,45)
115,(445,139,173),(35,75,45)
116,(0,75,172),(75,35,45)
117,(75,75,172),(75,35,45)
118,(175,1,178),(30,99,37)
119,(158,203,173),(99,30,37)
120,(548,64,184),(37,99,30)
121,(508,199,119),(29,33,57)
122,(480,139,173),(29,57,33)
123,(205,1,178),(29,57,33)
124,(205,58,178),(29,57,33)
125,(0,110,184),(29,57,33)
126,(548,163,184),(29,57,33)
127,(0,167,184),(29,57,33)
128,(257,203,173),(57,29,33)
129,(548,64,113),(37,28,52)
container,,,,587, 233, 220
