index,x,y,z,length,width,height
1,(0,0,0),(33,92,113)
2,(33,0,0),(33,92,113)
3,(66,0,0),(33,92,113)
4,(99,0,0),(33,92,113)
5,(132,0,0),(33,92,113)
6,(165,0,0),(33,92,113)
7,(198,0,0),(33,92,113)
8,(231,0,0),(33,92,113)
9,(264,0,0),(33,92,113)
10,(297,0,0),(33,92,113)
11,(330,0,0),(33,92,113)
12,(363,0,0),(33,92,113)
13,(396,0,0),(33,92,113)
14,(429,0,0),(33,92,113)
15,(462,0,0),(33,92,113)
16,(495,0,0),(39,119,59)
17,(534,0,0),(39,59,119)
18,(534,59,0),(39,59,119)
19,(0,92,0),(39,59,119)
20,(39,92,0),(39,59,119)
21,(78,92,0),(39,59,119)
22,(117,92,0),(39,59,119)
23,(156,92,0),(39,59,119)
24,(195,92,0),(39,59,119)
25,(234,92,0),(39,59,119)
26,(273,92,0),(39,59,119)
27,(312,92,0),(39,59,119)
28,(351,92,0),(39,59,119)
29,(390,92,0),(39,59,119)
30,(429,92,0),(39,59,119)
31,(534,118,0),(39,59,119)
32,(468,119,0),(39,59,119)
33,(0,151,0),(39,59,119)
34,(39,151,0),(39,59,119)
35,(78,151,0),(47,49,116)
36,(125,151,0),(47,49,116)
37,(172,151,0),(47,49,116)
38,(219,151,0),(47,49,116)
39,(266,151,0),(47,49,116)
40,(313,151,0),(47,49,116)
41,(360,151,0),(47,49,116)
42,(407,151,0),(47,49,116)
43,(507,177,0),(47,49,116)
44,(1,0,119),(47,116,49)
45,(48,0,119),(47,116,49)
46,(95,0,119),(47,116,49)
47,(142,0,119),(47,116,49)
48,(189,0,119),(47,116,49)
49,(236,0,119),(47,116,49)
50,(283,0,119),(47,116,49)
51,(330,0,119),(47,116,49)
52,(377,0,119),(47,116,49)
53,(424,0,119),(47,116,49)
54,(471,0,113),(47,116,49)
55,(518,1,119),(47,116,49)
56,(1,116,119),(47,116,49)
57,(78,151,116),(44,68,79)
58,(122,151,116),(44,68,79)
59,(166,151,116),(44,68,79)
60,(210,151,116),(44,68,79)
61,(254,151,116),(44,68,79)
62,(298,151,116),(44,68,79)
63,(342,151,116),(44,68,79)
64,(386,151,116),(44,68,79)
65,(430,117,119),(44,68,79)
66,(474,116,119),(44,68,79)
67,(518,117,119),(44,68,79)
68,(430,185,116),(68,44,79)
69,(498,185,116),(68,44,79)
70,(78,200,0),(64,33,92)
71,(142,200,0),(64,33,92)
72,(206,200,0),(64,33,92)
73,(270,200,0),(64,33,92)
74,(334,200,0),(64,33,92)
75,(398,200,0),(64,33,92)
76,(48,116,119),(64,33,92)
77,(112,116,119),(64,33,92)
78,(176,116,119),(64,33,92)
79,(240,116,119),(64,33,92)
80,(304,116,119),(64,33,92)
81,(1,0,168),(64,92,33)
82,(65,0,168),(64,92,33)
83,(129,0,168),(52,54,49)
84,(181,0,168),(52,54,49)
85,(233,0,168),(52,54,49)
86,(285,0,168),(52,54,49)
87,(337,0,168),(52,54,49)
88,(389,0,168),(52,54,49)
89,(441,0,168),(52,54,49)
90,(493,0,168),(52,54,49)
91,(129,54,168),(52,54,49)
92,(181,54,168),(52,54,49)
93,(233,54,168),(52,54,49)
94,(285,54,168),(52,54,49)
95,(337,54,168),(52,54,49)
96,(462,178,0),(35,45,75)
97,(368,116,119),(45,35,75)
98,(495,0,59),(35,75,45)
99,(545,0,168),(35,75,45)
100,(1,92,168),(35,75,45)
101,(389,54,168),(75,35,45)
102,(464,54,168),(75,35,45)
103,(1,167,168),(75,35,45)
104,(554,177,0),(30,37,99)
105,(48,149,119),(29,57,33)
106,(1,202,168),(57,29,33)
107,(495,75,59),(28,37,52)
108,(462,178,75),(28,52,37)
container,,,,587, 233, 220
