index,x,y,z,length,width,height
1,(0,0,0),(73,99,120)
2,(73,0,0),(73,99,120)
3,(146,0,0),(73,99,120)
4,(219,0,0),(73,99,120)
5,(292,0,0),(73,99,120)
6,(365,0,0),(73,99,120)
7,(438,0,0),(73,99,120)
8,(511,0,0),(73,99,120)
9,(0,99,0),(73,120,99)
10,(73,99,0),(73,99,120)
11,(146,99,0),(73,99,120)
12,(219,99,0),(55,81,92)
13,(274,99,0),(55,81,92)
14,(329,99,0),(55,81,92)
15,(384,99,0),(55,81,92)
16,(439,99,0),(55,81,92)
17,(494,99,0),(55,81,92)
18,(219,99,92),(55,81,92)
19,(274,99,92),(55,81,92)
20,(329,99,92),(48,70,111)
21,(377,99,92),(48,70,111)
22,(425,99,92),(48,70,111)
23,(473,99,92),(48,70,111)
24,(521,99,92),(48,70,111)
25,(0,99,99),(48,70,111)
26,(219,180,0),(70,48,111)
27,(289,180,0),(70,48,111)
28,(359,180,0),(70,48,111)
29,(429,180,0),(70,48,111)
30,(0,0,120),(46,72,98)
31,(46,0,120),(46,72,98)
32,(92,0,120),(46,72,98)
33,(138,0,120),(46,72,98)
34,(184,0,120),(46,72,98)
35,(230,0,120),(46,72,98)
36,(276,0,120),(46,72,98)
37,(322,0,120),(46,72,98)
38,(368,0,120),(46,72,98)
39,(414,0,120),(46,72,98)
40,(460,0,120),(46,72,98)
41,(506,0,120),(46,72,98)
42,(499,180,0),(76,30,108)
43,(73,198,0),(76,30,108)
44,(499,169,108),(76,30,108)
45,(1,198,108),(76,30,108)
46,(77,198,108),(76,30,108)
47,(499,199,108),(76,30,108)
48,(219,180,111),(76,30,108)
49,(295,180,111),(76,30,108)
50,(371,169,111),(76,30,108)
51,(371,199,111),(76,30,108)
52,(48,72,120),(30,108,76)
53,(78,72,120),(30,108,76)
54,(108,72,120),(30,108,76)
55,(138,72,120),(30,108,76)
56,(168,72,120),(30,108,76)
57,(198,72,184),(108,76,30)
58,(552,0,120),(31,66,95)
59,(149,198,0),(66,31,95)
60,(153,198,95),(66,31,95)
61,(0,169,99),(43,25,110)
62,(198,72,120),(110,25,43)
63,(308,72,120),(110,25,43)
64,(418,72,120),(110,25,43)
65,(306,72,163),(110,25,43)
66,(416,72,163),(110,25,43)
67,(549,99,0),(28,33,81)
68,(549,132,0),(28,33,81)
69,(447,169,111),(28,33,81)
70,(552,66,120),(28,33,81)
71,(447,202,111),(33,28,81)
72,(198,148,184),(81,28,33)
container,,,,587, 233, 220
