index,x,y,z,length,width,height
1,(0,0,0),(41,84,90)
2,(41,0,0),(41,84,90)
3,(82,0,0),(41,84,90)
4,(123,0,0),(41,84,90)
5,(164,0,0),(41,84,90)
6,(205,0,0),(41,84,90)
7,(246,0,0),(41,84,90)
8,(287,0,0),(41,84,90)
9,(328,0,0),(41,84,90)
10,(369,0,0),(41,84,90)
11,(410,0,0),(41,84,90)
12,(451,0,0),(41,84,90)
13,(492,0,0),(41,84,90)
14,(533,0,0),(41,84,90)
15,(0,0,90),(84,41,90)
16,(0,84,0),(41,84,90)
17,(41,84,0),(41,84,90)
18,(84,0,90),(41,84,90)
19,(82,84,0),(41,84,90)
20,(125,0,90),(41,84,90)
21,(123,84,0),(41,84,90)
22,(166,0,90),(41,84,90)
23,(164,84,0),(41,84,90)
24,(207,0,90),(41,84,90)
25,(205,84,0),(41,84,90)
26,(248,0,90),(41,84,90)
27,(246,84,0),(41,84,90)
28,(289,0,90),(41,84,90)
29,(287,84,0),(41,84,90)
30,(330,0,90),(41,84,90)
31,(328,84,0),(41,84,90)
32,(371,0,90),(41,84,90)
33,(369,84,0),(41,84,90)
34,(412,0,90),(41,84,90)
35,(410,84,0),(41,84,90)
36,(453,0,90),(41,84,90)
37,(451,84,0),(41,84,90)
38,(494,0,90),(41,84,90)
39,(492,84,0),(41,84,90)
40,(535,0,90),(41,84,90)
41,(533,84,0),(41,84,90)
42,(0,168,0),(84,41,90)
43,(84,168,0),(84,41,90)
44,(0,41,90),(41,84,90)
45,(41,41,90),(41,84,90)
46,(82,84,90),(41,84,90)
47,(123,84,90),(41,84,90)
48,(164,84,90),(41,84,90)
49,(205,84,90),(41,84,90)
50,(246,84,90),(41,84,90)
51,(287,84,90),(41,84,90)
52,(328,84,90),(41,84,90)
53,(369,84,90),(41,84,90)
54,(410,84,90),(41,84,90)
55,(451,84,90),(41,84,90)
56,(492,84,90),(25,70,89)
57,(517,84,90),(25,70,89)
58,(542,84,90),(25,70,89)
59,(0,125,90),(25,70,89)
60,(25,125,90),(25,70,89)
61,(50,125,90),(25,70,89)
62,(492,154,90),(25,70,89)
63,(517,154,90),(25,70,89)
64,(542,154,90),(25,70,89)
65,(168,168,0),(70,25,89)
66,(238,168,0),(70,25,89)
67,(308,168,0),(70,25,89)
68,(378,168,0),(70,25,89)
69,(448,168,0),(70,25,89)
70,(168,193,0),(70,25,89)
71,(238,193,0),(70,25,89)
72,(308,193,0),(70,25,89)
73,(378,193,0),(70,25,89)
74,(448,193,0),(70,25,89)
75,(168,168,89),(70,25,89)
76,(238,168,89),(70,25,89)
77,(308,168,89),(70,25,89)
78,(378,168,89),(70,25,89)
79,(168,193,89),(70,25,89)
80,(238,193,89),(70,25,89)
81,(308,193,89),(70,25,89)
82,(378,193,89),(70,25,89)
83,(75,168,90),(70,25,89)
84,(75,193,90),(70,25,89)
85,(0,195,90),(70,25,89)
86,(492,84,179),(70,89,25)
87,(0,125,179),(70,89,25)
88,(0,0,180),(70,89,25)
89,(70,0,180),(70,89,25)
90,(140,0,180),(70,89,25)
91,(210,0,180),(70,89,25)
92,(280,0,180),(70,89,25)
93,(350,0,180),(70,89,25)
94,(420,0,180),(70,89,25)
95,(70,89,180),(70,89,25)
96,(140,89,180),(70,89,25)
97,(210,89,180),(70,89,25)
98,(280,89,180),(70,89,25)
99,(350,89,180),(70,89,25)
100,(420,89,180),(70,89,25)
101,(490,0,180),(89,70,25)
102,(518,168,0),(27,37,78)
103,(545,168,0),(27,37,78)
104,(448,168,89),(27,37,78)
105,(518,205,0),(37,27,78)
106,(448,205,89),(37,27,78)
107,(145,178,178),(78,27,37)
108,(223,178,178),(78,27,37)
109,(301,178,178),(78,27,37)
110,(379,178,178),(78,27,37)
111,(145,205,178),(78,27,37)
112,(223,205,178),(78,27,37)
113,(301,205,178),(78,27,37)
114,(379,205,178),(78,27,37)
115,(490,173,179),(78,27,37)
116,(457,200,179),(78,27,37)
container,,,,587, 233, 220
