index,x,y,z,length,width,height
1,(0,0,0),(58,63,103)
2,(58,0,0),(58,63,103)
3,(116,0,0),(58,63,103)
4,(174,0,0),(58,63,103)
5,(232,0,0),(58,63,103)
6,(290,0,0),(58,63,103)
7,(348,0,0),(58,63,103)
8,(406,0,0),(58,63,103)
9,(0,0,103),(61,56,106)
10,(0,63,0),(56,61,106)
11,(0,124,0),(56,61,106)
12,(61,0,103),(56,61,106)
13,(56,63,0),(56,61,106)
14,(56,124,0),(56,61,106)
15,(117,0,103),(56,61,106)
16,(112,63,0),(56,61,106)
17,(112,124,0),(56,61,106)
18,(173,0,103),(56,61,106)
19,(168,63,0),(56,63,97)
20,(168,126,0),(56,63,97)
21,(168,63,97),(56,63,97)
22,(168,126,97),(56,63,97)
23,(0,56,106),(56,63,97)
24,(56,61,106),(56,63,97)
25,(112,61,106),(56,63,97)
26,(0,119,106),(56,63,97)
27,(56,124,106),(56,63,97)
28,(112,124,106),(39,78,102)
29,(229,0,103),(39,78,102)
30,(224,63,0),(39,78,102)
31,(224,141,0),(39,78,102)
32,(224,78,102),(39,78,102)
33,(268,0,103),(39,78,102)
34,(224,156,102),(64,68,71)
35,(307,0,103),(64,68,71)
36,(263,63,0),(64,68,71)
37,(263,131,0),(64,68,71)
38,(263,78,71),(64,68,71)
39,(288,146,71),(64,68,71)
40,(327,63,0),(39,67,85)
41,(371,0,103),(39,67,85)
42,(366,63,0),(39,67,85)
43,(352,130,0),(39,67,85)
44,(327,68,85),(39,67,85)
45,(366,68,85),(39,67,85)
46,(352,135,85),(39,67,85)
47,(410,0,103),(39,67,85)
48,(405,63,0),(39,67,85)
49,(391,130,0),(39,67,85)
50,(405,67,85),(39,67,85)
51,(405,134,85),(39,67,85)
52,(449,0,103),(39,67,85)
53,(444,63,0),(39,67,85)
54,(444,130,0),(27,81,97)
55,(444,67,97),(27,81,97)
56,(444,148,97),(27,81,97)
57,(488,0,1),(27,81,97)
58,(471,130,0),(27,81,97)
59,(471,81,97),(27,81,97)
60,(471,162,97),(35,56,100)
61,(515,0,1),(35,56,100)
62,(498,81,1),(35,56,100)
63,(506,137,1),(35,56,100)
64,(488,1,101),(35,56,100)
65,(498,57,101),(35,56,100)
66,(550,0,1),(35,56,100)
67,(0,185,0),(36,46,113)
68,(533,56,1),(36,46,113)
69,(541,102,1),(36,46,113)
70,(541,148,1),(36,46,113)
71,(151,189,0),(46,36,113)
72,(523,1,101),(46,36,113)
73,(498,113,101),(36,46,113)
74,(36,187,1),(36,46,113)
75,(72,187,1),(36,46,113)
76,(534,37,114),(36,113,46)
77,(534,37,160),(36,113,46)
78,(371,67,170),(36,113,46)
79,(407,67,170),(36,113,46)
80,(307,68,170),(36,113,46)
81,(288,181,170),(113,36,46)
82,(534,150,114),(40,50,91)
83,(151,189,113),(50,40,91)
84,(1,187,114),(50,40,91)
85,(51,187,114),(50,40,91)
86,(263,78,142),(41,57,75)
87,(224,156,173),(57,75,41)
88,(352,197,0),(54,35,80)
89,(307,0,174),(50,66,42)
90,(108,185,0),(30,48,61)
91,(263,199,0),(48,30,61)
92,(352,202,80),(48,30,61)
93,(506,200,1),(48,30,61)
94,(506,200,62),(48,30,61)
95,(506,200,123),(48,30,61)
96,(357,0,188),(48,61,30)
97,(405,0,188),(48,61,30)
98,(197,189,0),(26,30,101)
99,(554,194,1),(26,30,101)
100,(401,201,80),(26,30,101)
101,(108,202,61),(26,30,101)
102,(343,68,170),(26,101,30)
container,,,,587, 233, 220
