index,x,y,z,length,width,height
1,(0,0,0),(56,96,98)
2,(56,0,0),(56,96,98)
3,(112,0,0),(56,96,98)
4,(168,0,0),(56,96,98)
5,(224,0,0),(56,96,98)
6,(280,0,0),(56,96,98)
7,(336,0,0),(56,96,98)
8,(392,0,0),(56,96,98)
9,(448,0,0),(56,96,98)
10,(504,0,0),(56,96,98)
11,(0,0,98),(88,47,98)
12,(0,96,0),(47,88,98)
13,(88,0,98),(47,88,98)
14,(47,96,0),(47,88,98)
15,(135,0,98),(47,88,98)
16,(94,96,0),(47,88,98)
17,(182,0,98),(47,88,98)
18,(141,96,0),(47,88,98)
19,(229,0,98),(47,88,98)
20,(188,96,0),(33,92,113)
21,(221,96,0),(33,92,113)
22,(254,96,0),(92,33,113)
23,(346,96,0),(33,92,113)
24,(379,96,0),(33,92,113)
25,(412,96,0),(33,92,113)
26,(445,96,0),(33,92,113)
27,(478,96,0),(33,92,113)
28,(511,96,0),(57,72,78)
29,(254,129,0),(57,72,78)
30,(511,96,78),(57,72,78)
31,(254,129,78),(57,72,78)
32,(276,0,98),(57,72,78)
33,(333,0,98),(57,72,78)
34,(390,0,98),(57,72,78)
35,(447,0,98),(57,72,78)
36,(511,168,0),(39,59,119)
37,(0,184,0),(59,39,119)
38,(504,0,98),(39,59,119)
39,(543,0,98),(39,59,119)
40,(0,47,98),(39,59,119)
41,(39,47,98),(39,59,119)
42,(78,88,98),(39,59,119)
43,(117,88,98),(39,59,119)
44,(0,106,98),(39,59,119)
45,(39,106,98),(39,59,119)
46,(78,147,98),(39,59,119)
47,(117,147,98),(39,59,119)
48,(156,88,113),(47,116,49)
49,(203,88,113),(47,116,49)
50,(311,72,113),(47,116,49)
51,(358,72,113),(47,116,49)
52,(405,72,113),(47,116,49)
53,(452,72,113),(47,116,49)
54,(504,59,156),(47,116,49)
55,(276,72,162),(47,116,49)
56,(323,72,162),(47,116,49)
57,(59,184,0),(68,44,79)
58,(311,188,0),(68,44,79)
59,(379,188,0),(68,44,79)
60,(311,188,79),(68,44,79)
61,(379,188,79),(68,44,79)
62,(0,165,119),(68,44,79)
63,(370,72,162),(68,79,44)
64,(156,88,162),(68,79,44)
65,(370,151,162),(68,79,44)
66,(550,168,0),(33,64,92)
67,(127,188,0),(64,33,92)
68,(447,188,0),(64,33,92)
69,(447,188,92),(64,33,92)
70,(438,72,162),(64,92,33)
71,(156,167,162),(92,64,33)
72,(276,0,176),(92,64,33)
73,(368,0,176),(92,64,33)
74,(224,88,162),(49,52,54)
75,(311,129,0),(35,45,75)
76,(191,188,0),(35,45,75)
77,(551,59,156),(35,75,45)
78,(551,134,156),(35,75,45)
79,(504,59,98),(75,35,45)
80,(248,188,162),(75,35,45)
81,(226,201,0),(37,30,99)
82,(263,201,0),(37,30,99)
83,(438,175,184),(99,37,30)
84,(560,0,0),(23,44,83)
85,(560,44,0),(23,44,83)
86,(68,206,79),(44,23,83)
87,(0,209,119),(44,23,83)
88,(112,206,92),(83,23,44)
89,(112,206,136),(44,23,83)
90,(195,204,99),(83,23,44)
91,(438,64,195),(44,83,23)
92,(78,0,196),(44,83,23)
93,(122,0,196),(44,83,23)
94,(166,0,196),(44,83,23)
95,(550,168,92),(29,33,57)
96,(323,188,158),(29,33,57)
97,(550,201,92),(33,29,57)
98,(278,201,99),(33,29,57)
99,(311,129,75),(29,57,33)
100,(511,168,119),(28,52,37)
101,(460,0,176),(28,52,37)
102,(250,88,113),(52,28,37)
container,,,,587, 233, 220
