index,x,y,z,length,width,height
1,(0,0,0),(73,99,120)
2,(73,0,0),(73,99,120)
3,(146,0,0),(73,99,120)
4,(219,0,0),(73,99,120)
5,(292,0,0),(73,99,120)
6,(365,0,0),(73,99,120)
7,(438,0,0),(73,99,120)
8,(511,0,0),(73,99,120)
9,(0,99,0),(73,120,99)
10,(73,99,0),(73,99,120)
11,(146,99,0),(73,99,120)
12,(219,99,0),(73,99,120)
13,(292,99,0),(73,99,120)
14,(365,99,0),(73,99,120)
15,(438,99,0),(73,99,120)
16,(511,99,0),(55,81,92)
17,(511,99,92),(55,81,92)
18,(0,99,99),(55,81,92)
19,(0,0,120),(55,81,92)
20,(55,0,120),(55,81,92)
21,(110,0,120),(55,81,92)
22,(165,0,120),(55,81,92)
23,(220,0,120),(55,81,92)
24,(275,0,120),(55,81,92)
25,(330,0,120),(55,81,92)
26,(385,0,120),(55,81,92)
27,(440,0,120),(55,81,92)
28,(495,0,120),(55,81,92)
29,(55,81,120),(55,81,92)
30,(110,81,120),(55,81,92)
31,(165,81,120),(55,81,92)
32,(220,81,120),(55,81,92)
33,(275,81,120),(55,81,92)
34,(330,81,120),(55,81,92)
35,(385,81,120),(55,81,92)
36,(440,81,120),(55,81,92)
37,(55,162,120),(81,55,92)
38,(73,198,0),(76,30,108)
39,(149,198,0),(76,30,108)
40,(225,198,0),(76,30,108)
41,(301,198,0),(76,30,108)
42,(377,198,0),(76,30,108)
43,(453,198,0),(76,30,108)
44,(136,198,108),(76,30,108)
45,(212,198,108),(76,30,108)
46,(288,198,108),(76,30,108)
47,(364,198,108),(76,30,108)
48,(440,198,108),(76,30,108)
49,(136,162,120),(108,30,76)
50,(244,162,120),(108,30,76)
51,(352,162,120),(108,30,76)
52,(0,180,99),(25,43,110)
53,(25,180,99),(25,43,110)
54,(529,180,0),(43,25,110)
55,(529,205,0),(43,25,110)
56,(516,180,110),(28,33,81)
57,(544,180,110),(28,33,81)
58,(550,0,120),(28,33,81)
59,(550,33,120),(28,33,81)
60,(550,66,120),(28,33,81)
61,(460,162,120),(28,33,81)
62,(495,81,184),(28,81,33)
63,(0,81,191),(33,81,28)
container,,,,587, 233, 220
