index,x,y,z,length,width,height
1,(0,0,0),(58,63,103)
2,(58,0,0),(58,63,103)
3,(116,0,0),(58,63,103)
4,(174,0,0),(58,63,103)
5,(232,0,0),(58,63,103)
6,(290,0,0),(58,63,103)
7,(348,0,0),(58,63,103)
8,(406,0,0),(58,63,103)
9,(464,0,0),(58,63,103)
10,(522,0,0),(58,63,103)
11,(0,0,103),(63,58,103)
12,(0,63,0),(58,63,103)
13,(0,126,0),(56,61,106)
14,(58,63,0),(61,56,106)
15,(119,63,0),(56,61,106)
16,(175,63,0),(56,61,106)
17,(231,63,0),(56,61,106)
18,(287,63,0),(56,61,106)
19,(343,63,0),(56,61,106)
20,(399,63,0),(56,61,106)
21,(455,63,0),(56,61,106)
22,(511,63,0),(56,61,106)
23,(58,119,0),(56,61,106)
24,(114,124,0),(56,61,106)
25,(170,124,0),(56,61,106)
26,(226,124,0),(56,61,106)
27,(282,124,0),(56,61,106)
28,(338,124,0),(56,61,106)
29,(394,124,0),(56,61,106)
30,(450,124,0),(39,78,102)
31,(489,124,0),(39,78,102)
32,(528,124,0),(39,78,102)
33,(450,124,102),(39,78,102)
34,(489,124,102),(39,78,102)
35,(528,124,102),(39,78,102)
36,(56,185,0),(78,39,102)
37,(1,58,106),(39,78,102)
38,(40,58,106),(39,78,102)
39,(79,1,106),(39,78,102)
40,(118,1,106),(39,78,102)
41,(157,1,106),(39,78,102)
42,(196,1,106),(39,78,102)
43,(235,1,106),(39,78,102)
44,(274,1,106),(39,78,102)
45,(313,1,106),(39,78,102)
46,(352,1,106),(27,81,97)
47,(379,1,106),(27,81,97)
48,(406,1,106),(27,81,97)
49,(433,1,106),(27,81,97)
50,(460,1,106),(27,81,97)
51,(487,1,106),(27,81,97)
52,(514,1,106),(27,81,97)
53,(541,1,106),(27,81,97)
54,(79,79,106),(35,56,100)
55,(114,79,106),(35,56,100)
56,(149,79,106),(35,56,100)
57,(184,79,106),(35,56,100)
58,(219,79,106),(35,56,100)
59,(254,79,106),(35,56,100)
60,(289,79,106),(35,56,100)
61,(324,82,106),(35,56,100)
62,(359,82,106),(35,56,100)
63,(394,82,106),(35,56,100)
64,(79,135,106),(35,56,100)
65,(114,135,106),(35,56,100)
66,(149,135,106),(35,56,100)
67,(184,185,0),(36,46,113)
68,(220,185,0),(36,46,113)
69,(256,185,0),(36,46,113)
70,(292,185,0),(36,46,113)
71,(328,185,0),(36,46,113)
72,(364,185,0),(36,46,113)
73,(400,185,0),(36,46,113)
74,(0,187,0),(36,46,113)
75,(184,135,106),(36,46,113)
76,(220,135,106),(36,46,113)
77,(256,135,106),(36,46,113)
78,(1,136,106),(36,46,113)
79,(37,136,106),(40,50,91)
80,(134,185,0),(50,40,91)
81,(429,82,106),(50,40,91)
82,(479,82,106),(50,40,91)
83,(529,82,106),(50,40,91)
84,(292,138,106),(50,40,91)
85,(342,138,106),(50,40,91)
86,(392,138,106),(50,40,91)
87,(36,191,102),(50,40,91)
88,(86,191,102),(50,40,91)
89,(184,181,113),(50,40,91)
90,(234,181,113),(40,50,91)
91,(274,181,113),(40,50,91)
92,(314,178,113),(40,50,91)
93,(354,178,113),(57,41,75)
94,(436,202,0),(26,30,101)
95,(462,202,0),(26,30,101)
96,(488,202,0),(26,30,101)
97,(514,202,0),(26,30,101)
98,(540,202,0),(26,30,101)
99,(436,202,101),(26,30,101)
100,(462,202,101),(26,30,101)
101,(488,202,101),(26,30,101)
102,(514,202,101),(26,30,101)
103,(540,202,101),(26,30,101)
104,(136,191,91),(26,30,101)
105,(0,182,113),(26,30,101)
106,(26,191,193),(101,30,26)
container,,,,587, 233, 220
