index,x,y,z,length,width,height
1,(0,0,0),(73,99,120)
2,(73,0,0),(73,99,120)
3,(146,0,0),(73,99,120)
4,(219,0,0),(73,99,120)
5,(292,0,0),(73,99,120)
6,(0,99,0),(55,81,92)
7,(55,99,0),(55,81,92)
8,(110,99,0),(55,81,92)
9,(165,99,0),(55,81,92)
10,(220,99,0),(55,81,92)
11,(275,99,0),(55,81,92)
12,(365,0,0),(62,67,97)
13,(330,99,0),(62,67,97)
14,(330,166,0),(62,67,97)
15,(427,0,0),(62,67,97)
16,(392,67,0),(62,67,97)
17,(392,134,0),(62,67,97)
18,(489,0,0),(62,67,97)
19,(454,67,0),(48,70,111)
20,(502,67,0),(48,70,111)
21,(454,137,0),(48,70,111)
22,(502,137,0),(48,70,111)
23,(0,180,0),(70,48,111)
24,(70,180,0),(70,48,111)
25,(0,99,92),(48,70,111)
26,(48,99,92),(48,70,111)
27,(96,99,92),(48,70,111)
28,(144,99,92),(48,70,111)
29,(192,99,92),(48,70,111)
30,(240,99,92),(48,70,111)
31,(365,0,97),(44,81,94)
32,(409,0,97),(44,81,94)
33,(365,81,97),(44,81,94)
34,(409,81,97),(44,81,94)
35,(453,1,111),(44,81,94)
36,(497,1,111),(44,81,94)
37,(541,1,111),(44,81,94)
38,(453,82,111),(44,81,94)
39,(497,82,111),(44,81,94)
40,(0,0,120),(46,72,98)
41,(46,0,120),(46,72,98)
42,(92,0,120),(46,72,98)
43,(138,0,120),(46,72,98)
44,(184,0,120),(46,72,98)
45,(230,0,120),(46,72,98)
46,(276,0,120),(46,72,98)
47,(140,180,0),(72,46,98)
48,(212,180,0),(72,46,98)
49,(551,0,0),(30,76,108)
50,(550,76,0),(30,76,108)
51,(550,152,0),(30,76,108)
52,(288,99,92),(30,76,108)
53,(318,99,97),(30,76,108)
54,(550,82,108),(30,76,108)
55,(348,162,97),(76,30,108)
56,(284,192,97),(76,30,108)
57,(360,192,97),(76,30,108)
58,(140,169,98),(76,30,108)
59,(140,199,98),(76,30,108)
60,(436,163,111),(76,30,108)
61,(322,0,120),(30,84,85)
62,(0,169,111),(84,30,85)
63,(436,193,111),(84,30,85)
64,(0,199,111),(84,30,85)
65,(550,158,108),(31,66,95)
66,(216,169,98),(66,31,95)
67,(216,200,98),(66,31,95)
68,(436,207,0),(43,25,110)
69,(479,207,0),(43,25,110)
70,(0,72,120),(110,25,43)
71,(110,72,120),(110,25,43)
72,(0,72,163),(110,25,43)
73,(110,72,163),(110,25,43)
74,(352,0,191),(43,110,25)
75,(395,0,191),(43,110,25)
76,(284,180,0),(28,33,81)
77,(84,169,111),(28,33,81)
78,(112,169,111),(28,33,81)
79,(520,163,111),(28,33,81)
80,(520,196,111),(28,33,81)
81,(392,201,0),(33,28,81)
82,(84,202,111),(33,28,81)
83,(348,110,191),(81,33,28)
84,(365,67,0),(26,27,95)
85,(220,72,120),(26,27,95)
86,(246,72,120),(26,27,95)
87,(272,72,120),(26,27,95)
88,(522,207,0),(27,26,95)
89,(84,169,192),(34,36,25)
90,(216,169,193),(34,36,25)
91,(250,169,193),(34,36,25)
92,(117,202,111),(23,25,33)
93,(298,72,120),(23,25,33)
94,(117,202,144),(23,25,33)
95,(298,72,153),(23,25,33)
96,(298,72,186),(23,25,33)
97,(429,110,191),(23,33,25)
98,(520,163,192),(23,33,25)
container,,,,587, 233, 220
