index,x,y,z,length,width,height
1,(0,0,0),(72,80,100)
2,(72,0,0),(72,80,100)
3,(144,0,0),(72,80,100)
4,(216,0,0),(72,80,100)
5,(288,0,0),(72,80,100)
6,(360,0,0),(72,80,100)
7,(432,0,0),(72,80,100)
8,(504,0,0),(72,80,100)
9,(0,0,100),(80,72,100)
10,(0,80,0),(72,80,100)
11,(80,0,100),(72,80,100)
12,(72,80,0),(72,80,100)
13,(152,0,100),(72,80,100)
14,(144,80,0),(72,80,100)
15,(224,0,100),(72,80,100)
16,(216,80,0),(72,80,100)
17,(296,0,100),(72,80,100)
18,(288,80,0),(72,80,100)
19,(368,0,100),(72,80,100)
20,(360,80,0),(72,80,100)
21,(0,72,100),(43,77,87)
22,(43,80,100),(43,77,87)
23,(86,80,100),(43,77,87)
24,(129,80,100),(43,77,87)
25,(172,80,100),(43,77,87)
26,(215,80,100),(43,77,87)
27,(258,80,100),(43,77,87)
28,(301,80,100),(43,77,87)
29,(344,80,100),(43,77,87)
30,(387,80,100),(43,77,87)
31,(0,149,100),(43,77,87)
32,(440,0,100),(43,77,87)
33,(432,80,0),(43,77,87)
34,(432,80,87),(43,77,87)
35,(483,0,100),(43,77,87)
36,(475,80,0),(43,77,87)
37,(475,80,87),(43,77,87)
38,(526,0,100),(43,77,87)
39,(518,80,0),(43,77,87)
40,(518,80,87),(43,77,87)
41,(432,157,0),(77,43,87)
42,(509,157,0),(39,54,88)
43,(0,160,0),(39,54,88)
44,(39,160,0),(39,54,88)
45,(78,160,0),(39,54,88)
46,(117,160,0),(39,54,88)
47,(156,160,0),(39,54,88)
48,(195,160,0),(39,54,88)
49,(234,160,0),(39,54,88)
50,(273,160,0),(39,54,88)
51,(312,160,0),(39,54,88)
52,(351,160,0),(39,54,88)
53,(390,160,0),(39,54,88)
54,(432,157,87),(39,54,88)
55,(471,157,88),(39,54,88)
56,(510,157,88),(39,54,88)
57,(43,160,88),(39,54,88)
58,(82,160,88),(39,54,88)
59,(121,160,88),(39,54,88)
60,(160,160,88),(39,54,88)
61,(199,160,88),(39,54,88)
62,(238,160,88),(39,54,88)
63,(277,160,88),(39,54,88)
64,(316,160,88),(39,54,88)
65,(355,160,88),(39,54,88)
66,(430,80,174),(88,54,39)
67,(549,157,1),(36,54,94)
68,(394,160,88),(36,54,94)
69,(549,157,95),(36,54,94)
70,(43,157,176),(94,54,36)
71,(137,157,176),(94,54,36)
72,(231,157,176),(94,54,36)
73,(325,157,182),(94,54,36)
74,(419,157,182),(94,54,36)
container,,,,587, 233, 220
