index,x,y,z,length,width,height
1,(0,0,0),(50,88,94)
2,(50,0,0),(50,88,94)
3,(100,0,0),(50,88,94)
4,(150,0,0),(50,88,94)
5,(200,0,0),(50,88,94)
6,(250,0,0),(50,88,94)
7,(300,0,0),(50,88,94)
8,(350,0,0),(50,88,94)
9,(400,0,0),(50,88,94)
10,(450,0,0),(50,88,94)
11,(500,0,0),(50,88,94)
12,(0,0,94),(88,50,94)
13,(0,88,0),(45,84,86)
14,(0,88,86),(45,84,86)
15,(88,0,94),(45,84,86)
16,(45,88,0),(45,84,86)
17,(45,88,86),(45,84,86)
18,(133,0,94),(45,84,86)
19,(90,88,0),(45,84,86)
20,(90,88,86),(45,84,86)
21,(178,0,94),(45,84,86)
22,(135,88,0),(45,84,86)
23,(135,88,86),(45,84,86)
24,(223,0,94),(45,84,86)
25,(180,88,0),(45,84,86)
26,(180,88,86),(45,84,86)
27,(268,0,94),(45,84,86)
28,(225,88,0),(45,84,86)
29,(225,88,86),(45,84,86)
30,(313,0,94),(45,84,86)
31,(270,88,0),(56,67,72)
32,(270,155,0),(56,67,72)
33,(270,88,72),(56,67,72)
34,(270,155,72),(56,67,72)
35,(358,0,94),(56,67,72)
36,(326,88,0),(56,67,72)
37,(326,155,0),(56,67,72)
38,(326,88,72),(56,67,72)
39,(326,155,72),(56,67,72)
40,(414,0,94),(56,67,72)
41,(382,88,0),(40,73,78)
42,(422,88,0),(40,73,78)
43,(382,88,78),(40,73,78)
44,(422,88,78),(40,73,78)
45,(470,0,94),(40,73,78)
46,(462,88,0),(40,73,78)
47,(462,88,78),(40,73,78)
48,(510,0,94),(40,73,78)
49,(502,88,0),(40,73,78)
50,(502,88,78),(40,73,78)
51,(382,161,0),(52,61,71)
52,(434,161,0),(52,61,71)
53,(486,161,0),(52,61,71)
54,(0,172,0),(52,61,71)
55,(52,172,0),(52,61,71)
56,(104,172,0),(52,61,71)
57,(156,172,0),(52,61,71)
58,(208,172,0),(52,61,71)
59,(382,161,71),(52,61,71)
60,(434,161,71),(52,61,71)
61,(486,161,71),(52,61,71)
62,(0,172,71),(52,61,71)
63,(52,172,71),(52,61,71)
64,(104,172,71),(52,61,71)
65,(156,172,71),(52,61,71)
66,(208,172,71),(52,61,71)
67,(538,161,0),(46,69,63)
68,(538,161,63),(46,63,69)
69,(538,161,132),(46,63,69)
70,(382,161,142),(46,63,69)
71,(428,161,142),(46,63,69)
72,(474,161,142),(46,63,69)
73,(270,84,144),(46,63,69)
74,(316,84,144),(46,63,69)
75,(270,147,144),(46,63,69)
76,(316,147,144),(46,63,69)
77,(0,172,142),(63,46,69)
78,(63,172,142),(63,46,69)
79,(126,172,142),(63,46,69)
80,(189,172,142),(50,51,65)
81,(362,67,156),(50,65,51)
82,(412,67,156),(50,65,51)
83,(462,73,156),(50,65,51)
84,(512,73,156),(50,65,51)
85,(358,0,166),(50,65,51)
86,(408,0,166),(50,65,51)
87,(542,88,0),(37,54,70)
88,(542,88,70),(37,54,70)
89,(0,50,94),(54,37,70)
90,(0,50,164),(70,37,54)
91,(462,0,172),(54,70,37)
92,(516,0,172),(54,70,37)
93,(0,87,172),(54,70,37)
94,(54,87,172),(54,70,37)
95,(108,84,172),(54,70,37)
96,(162,84,172),(54,70,37)
97,(216,84,172),(54,70,37)
98,(88,0,180),(54,70,37)
99,(142,0,180),(54,70,37)
100,(550,0,0),(34,45,81)
101,(550,0,81),(34,45,81)
102,(196,0,180),(45,81,34)
103,(241,0,180),(45,81,34)
104,(286,0,180),(45,81,34)
container,,,,587, 233, 220
