index,x,y,z,length,width,height
1,(0,0,0),(51,79,118)
2,(51,0,0),(51,79,118)
3,(102,0,0),(51,79,118)
4,(153,0,0),(51,79,118)
5,(204,0,0),(51,79,118)
6,(255,0,0),(51,79,118)
7,(306,0,0),(51,79,118)
8,(357,0,0),(51,79,118)
9,(408,0,0),(51,79,118)
10,(459,0,0),(51,79,118)
11,(510,0,0),(51,79,118)
12,(0,79,0),(51,118,79)
13,(51,79,0),(51,79,118)
14,(102,79,0),(51,79,118)
15,(153,79,0),(51,79,118)
16,(204,79,0),(51,79,118)
17,(255,79,0),(55,60,95)
18,(310,79,0),(55,60,95)
19,(365,79,0),(55,60,95)
20,(420,79,0),(55,60,95)
21,(475,79,0),(55,60,95)
22,(530,79,0),(55,60,95)
23,(255,139,0),(55,60,95)
24,(310,139,0),(55,60,95)
25,(365,139,0),(55,60,95)
26,(420,139,0),(55,60,95)
27,(475,139,0),(55,60,95)
28,(530,139,0),(55,60,95)
29,(51,158,0),(55,60,95)
30,(106,158,0),(55,60,95)
31,(161,158,0),(52,66,80)
32,(161,158,80),(52,66,80)
33,(255,79,95),(52,66,80)
34,(307,79,95),(52,66,80)
35,(359,79,95),(52,66,80)
36,(411,79,95),(52,66,80)
37,(463,79,95),(52,66,80)
38,(515,79,95),(52,66,80)
39,(255,145,95),(52,66,80)
40,(307,145,95),(52,66,80)
41,(359,145,95),(52,66,80)
42,(411,145,95),(52,66,80)
43,(463,145,95),(52,66,80)
44,(515,145,95),(52,66,80)
45,(213,158,0),(35,70,84)
46,(0,79,79),(35,70,84)
47,(0,149,79),(35,70,84)
48,(213,158,84),(35,70,84)
49,(35,158,95),(35,70,84)
50,(70,158,95),(35,70,84)
51,(105,158,95),(35,70,84)
52,(0,0,118),(35,70,84)
53,(35,0,118),(35,70,84)
54,(70,0,118),(35,70,84)
55,(105,0,118),(52,58,64)
56,(157,0,118),(52,58,64)
57,(209,0,118),(52,58,64)
58,(261,0,118),(52,58,64)
59,(313,0,118),(52,58,64)
60,(365,0,118),(52,58,64)
61,(417,0,118),(52,58,64)
62,(469,0,118),(52,58,64)
63,(521,0,118),(52,58,64)
64,(105,58,118),(52,58,64)
65,(157,58,118),(52,58,64)
66,(35,70,118),(52,58,64)
67,(140,116,160),(52,64,58)
68,(140,180,160),(64,52,58)
69,(561,0,0),(23,73,109)
70,(248,199,0),(109,23,73)
71,(357,199,0),(109,23,73)
72,(466,199,0),(109,23,73)
73,(209,58,175),(73,109,23)
74,(282,58,175),(73,109,23)
75,(355,58,175),(73,109,23)
76,(428,58,175),(73,109,23)
77,(501,58,175),(73,109,23)
78,(105,0,182),(73,109,23)
79,(209,58,118),(36,76,57)
80,(1,70,182),(57,76,36)
81,(1,146,179),(57,76,36)
82,(58,128,179),(57,76,36)
83,(204,167,175),(76,57,36)
84,(280,167,175),(76,57,36)
85,(356,167,175),(76,57,36)
86,(432,167,175),(76,57,36)
87,(508,167,175),(76,57,36)
88,(178,0,182),(76,57,36)
89,(254,0,182),(76,57,36)
90,(330,0,182),(76,57,36)
91,(406,0,182),(76,57,36)
92,(482,0,182),(76,57,36)
93,(87,116,118),(86,31,32)
94,(173,116,118),(32,42,42)
95,(0,197,0),(42,32,42)
96,(58,70,182),(42,42,32)
container,,,,587, 233, 220
